,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
2098.55499911,0.9083499702374268,0.6778793762581092,0.9383832445908717,0.7305831011493081,0.343435992910092,0.6955268742572842,0.7364216890811888,0.3157063048995813,0.3036796399504995,0.4701626333167139,0.7830804662143722,0.7825909139741596,0.31917789216765624,0.5182975042783639,0.8053853823739624,0.6414930846846875,0.553838572758075,0.5936723455342318,0.5084936405798625,0.5961422610848738,0.5170555329513035,0.6709508246473722,0.5572458431043403,0.45178634014465857,0.622920030513183,0.6620411977080113,0.8090089747432834,0.17058771450651802,0.6616570752023381
2107.47833028,0.9128494661182823,0.6597646906989598,0.9031064239538745,0.6908970136680535,0.35118097259150266,0.6546513734068413,0.6637743864872314,0.3411071467442882,0.3040246307459736,0.43873428959599686,0.7717734100874979,0.9005100580570242,0.3240503308794048,0.460453720696783,0.7933101055205016,0.6530888784335365,0.5253598110463986,0.6001407079286459,0.4982651850938905,0.5753354994116515,0.5106348659745094,0.6594276901292143,0.5257175416522547,0.44100778856132195,0.6408483576802204,0.7158949358144122,0.7622559096764675,0.16678435991643956,0.7082528740777644
2116.41133382,0.9549137885452691,0.7171179202837108,0.9099149567991255,0.7197573082831418,0.361374631038872,0.6493418317626969,0.6532260282037832,0.3141649322860182,0.3110353791422923,0.4211115360268043,0.7433764922986943,0.8093376645788103,0.3455539634897885,0.48389083084554757,0.757421201936688,0.6044357420086924,0.5446466588166372,0.609462454641469,0.5007575812580017,0.5802848149024782,0.5352969745646009,0.7080871394538985,0.5711044825311782,0.39163355521802606,0.6416436515655193,0.6769138288293478,0.7460947162119117,0.16099837919079923,0.6939225251618993
2125.37093026,0.8671831754208442,0.6669525329411056,0.8404775113231259,0.675692096741147,0.34197143140177805,0.6636011477188303,0.7235761050731819,0.3191345649702618,0.32071228818078273,0.45656071473241566,0.798251897055108,0.7865636709545835,0.33948726485079,0.4884468073989789,0.7958206737558485,0.601861785486234,0.5596905418925568,0.5958425574169138,0.48985283833242355,0.5650985059732085,0.48383188226478746,0.6711932895097747,0.5426974127098643,0.37546268978928804,0.6341723578115737,0.6006606738258676,0.758162234038978,0.1648455325973541,0.7202513114092396
2134.35713173,0.8471635920568313,0.6689940795791852,0.8660136163474201,0.7615435136333774,0.35529484457749716,0.6847895333357694,0.7372651673266645,0.31332204176724,0.33622414325026384,0.450500626199026,0.7978143922763078,0.8472044517483908,0.33104289855128255,0.45731050630271175,0.7480487762347316,0.6422472221003817,0.5062394801563771,0.6378506807386921,0.49889208899921517,0.5786409292535355,0.47367363344852775,0.6711310126567008,0.5779652376826999,0.3880495771889781,0.6288248089300266,0.6328413808701292,0.7472437170729307,0.1724531753387491,0.7242177777710027
2143.36995005,0.8492590083656064,0.6966109172424196,0.9374610026416981,0.71076022833998,0.36797306838790533,0.6434100657430935,0.6951047597454353,0.33087304745823226,0.33239785185455634,0.4271872913497712,0.7160440558918318,0.8101184017495626,0.3340018000148137,0.49214290568018415,0.6838824339608809,0.6795300037681502,0.5276454123784866,0.6351796678744155,0.48009571217385,0.6313943699375357,0.4954766270003515,0.677157421655448,0.5616529473351896,0.3393766177030468,0.6555766616556729,0.6304145031410562,0.7329616085530208,0.17344249182418783,0.761070949774585
2152.40939672,0.8315071235092536,0.6702686816254854,0.8817249128712075,0.703311440738484,0.35078142868124534,0.6757641992302129,0.6867773741963281,0.3069731390849553,0.3734295350340169,0.4463476806095331,0.7250639667757859,0.8854212459614857,0.34582038049092556,0.48179440520324857,0.6298153568886109,0.6252334691595942,0.4816521927272129,0.6066767216575312,0.47331907405051554,0.5747747780898245,0.5116390271140611,0.6461573519793524,0.5065402799932083,0.3318608217273306,0.6407846232623708,0.6698414266287844,0.7506081448078392,0.18149630427409383,0.7425351462900949
2161.47548295,0.8610410176951738,0.6890992636392134,0.8879995112488495,0.6716755756964629,0.3343443969696199,0.6787480309230024,0.7022660380003897,0.3146258386829327,0.33535399902815655,0.44839585121339964,0.7387262372025867,0.8455335139246137,0.3254716992429964,0.4450336448213451,0.6184441325655486,0.6518641972471267,0.4737320254622208,0.62408095219406,0.4990758868061221,0.6044766004713089,0.5224762939281551,0.6535010392289037,0.5617896598827821,0.31063422612587366,0.6232525832725658,0.6200904960413683,0.7841225437772298,0.20903471682402314,0.6996789655079801
2170.56821963,0.8761137418895961,0.6793349448626622,0.8963582181256708,0.6959603442318035,0.3243854215986917,0.6586088724249672,0.6713846805829384,0.3250578433138794,0.36977380946469146,0.44288949652440235,0.798289469530015,0.8124421966033479,0.325365160225178,0.5106921392368677,0.564151416536383,0.6833919456489108,0.45122624474286205,0.6172729184098872,0.4989426879783674,0.5303670460804256,0.49439795271035514,0.7046869141787466,0.5147911046512325,0.3125330784535911,0.6807956675170959,0.6127995149589567,0.7343488713059384,0.2124627008670242,0.7047792704650261
2179.68761735,0.8629783712048014,0.7369875568083474,0.951214652271382,0.6990062053213315,0.30335125120875295,0.6630795385890336,0.6936351524392167,0.32691223974192385,0.3757136659400806,0.4375379976230948,0.7503278466777167,0.8640131090521522,0.3524671387786739,0.46487923477025206,0.6025081730304854,0.6104320195014628,0.44799999730288964,0.6241177223596694,0.4749280310786654,0.6101695893599087,0.503689075092893,0.670790070810151,0.5276531508536797,0.3209817916165942,0.6229581029304366,0.6282880007343792,0.7108981242509308,0.25517231835797116,0.741682679307049
2188.8336864,0.8991179353569709,0.7186005323419778,0.9176266387569145,0.7035171303390626,0.31060798101411785,0.6443379639364607,0.6901899987008907,0.31245088533254745,0.38155435318134806,0.4068513596234097,0.7396012570389814,0.8397606139236424,0.3318986393076812,0.455400202180971,0.6017572825547876,0.6224088147841326,0.4025323542628056,0.610449801080832,0.4851459779648342,0.5448868618300747,0.504719227857286,0.7214046630796984,0.540160273508673,0.315183822926786,0.638698728381961,0.6270346883354139,0.7129651098445899,0.25838118672566013,0.7312849675491718
2198.00643675,0.8557785476979652,0.6926570924852031,0.9487596758557517,0.6482607637021817,0.3280171602441459,0.6360850964965764,0.7052209092636156,0.3117515749806114,0.37470876754372284,0.43028891336252434,0.7549255074357861,0.7748573492198243,0.36208515236657707,0.48283727855774433,0.5593093548354806,0.6049607284844845,0.3612322459590873,0.621055350209273,0.48687526663663244,0.5491870613196829,0.47670394683298145,0.6633443029789905,0.5420125003518621,0.35040438784044253,0.5943436067707294,0.5492017158657886,0.7115505672599022,0.2677265280752108,0.7318455630433051
2207.20587807,0.8509615754586645,0.678072821597821,0.8944100354541925,0.666762324121639,0.29730170656196764,0.6211228634992944,0.6478923723766612,0.3121393415613076,0.4137655164903501,0.4347835075859534,0.7497196357909827,0.8381405803395172,0.35746345476621494,0.4813443899075508,0.5624708479128244,0.6331566468408427,0.3528350900882777,0.5672938898802193,0.5037093351628006,0.5476264085248466,0.49524743401322174,0.6903871846966241,0.5448587158718411,0.3896079463084945,0.5701102768117295,0.6017574964949473,0.7213729599080616,0.28808189819522667,0.6712759833414876
2216.43201972,0.8417282343655926,0.7047267893769819,0.9108627956108062,0.6779742857551699,0.2991270536649995,0.5685267807719616,0.6734022401623918,0.30240634438034375,0.3869242561392596,0.4259297968602105,0.7518956554574061,0.7934573966417984,0.310660509404214,0.4789521368470097,0.6301658268548349,0.6165426181497838,0.36491296907032855,0.5717906223558147,0.4889670523930068,0.5153694904953823,0.4937532340263559,0.6772727253466131,0.5003182025226144,0.3866107755483127,0.576990391191785,0.5548303033863878,0.7149353296834527,0.2681986202358957,0.7139564317680646
2225.68487077,0.8048097946933866,0.6809115360376289,0.8620379276670225,0.6503499880403022,0.3018589020874589,0.5239718417302286,0.7058340253806683,0.30269500339007505,0.4303173922011635,0.42950605726308977,0.7257053547506465,0.8049281033931078,0.3049932866496037,0.45100787134646625,0.6398672943901677,0.618688197389614,0.38172273030258613,0.5754665460141294,0.47657641661219946,0.545162463823494,0.5039324974599069,0.651652704391921,0.47517303109579967,0.43487262701818324,0.5839173461041716,0.583380828542162,0.7288533411220652,0.3074769936512475,0.6933879398868699
2234.96443997,0.8034799381714429,0.6716105474758244,0.9447414867475384,0.6351939893872312,0.29094566776529934,0.44645272365200406,0.6627814536465896,0.30967920095123347,0.42871677452133455,0.4468519701085553,0.7337706349334677,0.8096722189422424,0.32214179628504575,0.4467125797670311,0.7012072534524141,0.6661914292481824,0.41657158513698883,0.5342302823084055,0.4416884995703153,0.5392505440644298,0.4876216303224403,0.679755495965202,0.4895031091131523,0.4723669141673001,0.5746845715982132,0.5850433103439573,0.658015789493782,0.2840422781052724,0.7192820258009401
2244.27015399,0.8119674431506053,0.6456031613266172,0.9083534157315661,0.6485217477583173,0.28246030079573586,0.4162834301903139,0.6511236721397199,0.2880772145217476,0.4296215992353599,0.42628518993603853,0.7491582820357088,0.7763639791508329,0.34131828840268197,0.42383648353604153,0.6667106554960422,0.6511365841882584,0.3934492159288153,0.5535521268921213,0.4653863088651979,0.5380278135571737,0.4741950888876467,0.6530081625630617,0.4654521024430867,0.5010574622041485,0.6111426770532632,0.6190084916050872,0.6750499987490983,0.2862802912884478,0.7059478711611329
2253.60010501,0.8888316336240337,0.5918893715145847,0.9064519371405827,0.6282209579433415,0.2913424288956977,0.3948812980929854,0.7279326538672226,0.30824510704638075,0.42454852226930584,0.40546499922272605,0.798240701807747,0.7606392493862923,0.3349733076185228,0.40756010697337564,0.6701448889998737,0.6146381481636636,0.395171328565531,0.5225367304115206,0.4613484800719544,0.5259933403441569,0.4865177111076138,0.6613871276189575,0.44390685977878896,0.5141337337889071,0.57230849054786,0.6689829175981249,0.641622069010511,0.30541352018332574,0.7295053274903133
2262.95428072,0.8690882096689065,0.6199821054940582,0.91715920533982,0.6197299226874569,0.3005279673500128,0.38457130131323314,0.6711970159781305,0.338223006426113,0.44158953665511114,0.4230650815017371,0.7962923735283778,0.8124002944197265,0.3234303239632548,0.4441188835551057,0.6149240783300571,0.617655154738089,0.3788603013966539,0.520005971027202,0.48192441693484733,0.5616881911229072,0.48283253062032755,0.6580949119771183,0.3645964867260033,0.530790567258459,0.5791849130095436,0.561539250327657,0.6046446847709244,0.3010796386058863,0.7076587712991677
2272.33266852,0.8773709981061575,0.6008742593311377,0.9575447000170745,0.6198066809819,0.2832421951327573,0.3863632015031545,0.6501379641042501,0.3006212756608898,0.4182415648539016,0.4241617983759647,0.7859050141879745,0.7553081731585186,0.3185009074529224,0.4203407252824329,0.6867144885284525,0.5923503232517501,0.37738069594624535,0.5159028351772995,0.44127516400355826,0.5817253794497861,0.4524922820857304,0.6022591448340762,0.34010087404062267,0.5136462573619494,0.5636869253439091,0.6116944161814478,0.6251348783602654,0.31747628386259363,0.7137378589188472
2281.73525558,0.7797293422549691,0.6217791222611052,0.8980123149400512,0.6418445475829914,0.2955326570620039,0.3621307456670116,0.614898053710735,0.2939180546237365,0.4786517920284777,0.4302430948827185,0.7697813802988032,0.7153287560442214,0.3517694347594113,0.41188130395873435,0.6875784640073408,0.5893404451364285,0.3799253256014274,0.5159374673621506,0.44001260557149435,0.584100592853702,0.43197458682308554,0.6489761739501382,0.26880457137820446,0.49678216449235807,0.5526283949871247,0.6363077392753125,0.5818506217849441,0.2811641037414414,0.67139027313572
2291.16202877,0.7511086869554334,0.6237382461744952,0.9659870220245882,0.6409655314843059,0.29378389118537285,0.3291794344302572,0.6715851103687952,0.30380234931441197,0.47482280312522046,0.41120251494695165,0.6792576397744702,0.7688407279431957,0.34520929223219216,0.3719155542233871,0.6393482234117233,0.6324414199449748,0.38827999781322037,0.49828041860074973,0.4303205446076081,0.5645761654560262,0.4374903855011122,0.541184587001108,0.22000548094516872,0.5118313464801294,0.5619060012096305,0.6075446970557865,0.6514029062806196,0.2759087062922645,0.6491218093563969
2300.61297471,0.7872636931862412,0.5784698347493885,0.8745730352742547,0.6183834815171366,0.28684514643443926,0.3140293553287751,0.6629849428341905,0.30241679063309196,0.4871818131434086,0.4264765365488821,0.814743247599823,0.804702710476109,0.34115601701217885,0.39247148331135134,0.6287553954286832,0.5979461387137965,0.3768682118177825,0.47409944423581274,0.3741594582730728,0.5639378653559936,0.44796341658368327,0.5444678222567413,0.2064536142342716,0.4815407669156577,0.5985392735573541,0.5999362295493533,0.6797448391151508,0.2554332201489422,0.6529129333095238
2310.08279923,0.8083241776310406,0.6045387744430787,0.9216392300634059,0.5877284615389039,0.2768204890719441,0.27356253906563616,0.6293474521821582,0.3148896695419624,0.45788816244473873,0.41559000138670227,0.7950707164201344,0.7841764250217743,0.3410151585422157,0.3751672743020393,0.645133884702609,0.6417906456735886,0.35581461643673423,0.45590725639591007,0.38937062048795834,0.556264014648997,0.48087542568293407,0.5026010914262998,0.18079752167197188,0.41335113080582264,0.540177473405639,0.6613238318203325,0.690162432288951,0.2631475935035766,0.6509581148793468
2319.55711841,0.8115355525271983,0.6401072864466498,0.9794127971153526,0.5794683273783005,0.30172331895402577,0.23347057158374962,0.601739601533097,0.2928265413967303,0.4752635364529757,0.4441857766697106,0.7487935039288808,0.8331127429303299,0.33488263939144614,0.3795120363634549,0.5947739944476049,0.5978650667278071,0.32609943057516344,0.44719361771493715,0.37615418009293344,0.5266672428473045,0.47406296563021694,0.5001685957286729,0.2040063804726046,0.4597370221616904,0.5728994390983997,0.6059361694812821,0.6931034214714809,0.253360418715273,0.646849474253646
2329.03590187,0.8220549092682495,0.588268844406432,0.884123592518542,0.5545017077509448,0.3001746641888116,0.2135880569714993,0.622522646020306,0.298309217958449,0.5077199921001097,0.42597258132739435,0.7400229131980846,0.7946522190279166,0.3696176463536078,0.37510294028876895,0.5864907250675917,0.5948544494239657,0.3379801789639083,0.46121438884188465,0.3647714126676677,0.5022385579773846,0.4685595705138636,0.522475955192993,0.26641051692764656,0.44353749105629814,0.5268970882395707,0.6006757947482323,0.7412466939897466,0.2493278796868514,0.6786766458149974
2338.51911953,0.7944361925831155,0.657140493292411,0.9114166901348815,0.5040581003050921,0.2899119803162826,0.2096684906454564,0.5925976200961128,0.30915523174075255,0.5085334733807026,0.4385906397663771,0.7667553429263017,0.7595243719298124,0.3383733539925818,0.37247722529841953,0.6084498000115777,0.5623318531051655,0.3284674083945836,0.4972687601036886,0.38787905571536807,0.5167898987623163,0.4977612741953703,0.5242165999660613,0.3266608523304628,0.42173614169849705,0.5321356491133425,0.6052999491168054,0.7150385087089117,0.2273349184860829,0.6002730024268449
2348.0067416,0.8509014060214333,0.5963867504951764,0.935898426664531,0.4425679575145981,0.2807927029953085,0.23711560317802086,0.5806934054014704,0.31268430996419033,0.5345138797381507,0.432981067681395,0.7622452080688044,0.7668953593214555,0.3542834577328716,0.4001044481238863,0.5756661739437321,0.648993327210408,0.3182007223762132,0.4596890054401371,0.4115505179880279,0.4858341866319596,0.4275590185542443,0.5475726673355601,0.3238122048810274,0.4421459085498842,0.5319426392652067,0.5797903235686483,0.7033604762070003,0.2515434164124385,0.5574813775183229
2357.49873856,0.7999764639564236,0.6188942962061322,0.8968546520107298,0.45558563868821533,0.26452897376751916,0.27782866902530845,0.5912954709216108,0.3153093997917224,0.5259048692702812,0.4036483907570056,0.7383015944483245,0.7309478244948873,0.333156014969733,0.39964871128881807,0.5943822123064918,0.6123013466384158,0.30753659259739047,0.48287091159768464,0.3800361377611502,0.5308659539725678,0.44295002512039394,0.5448927750915045,0.34314850028187116,0.46003253892659035,0.5254104079024371,0.5937443447108871,0.722394289370477,0.2097789283636831,0.5519036138259749
2366.9950812,0.7908138223732059,0.6130016999189687,0.8428518325860106,0.4565106553798408,0.29333601111300506,0.3684052406676085,0.5538347116785088,0.2885538439547379,0.5287772875444462,0.42561230252547233,0.8098793862097843,0.8127273791661306,0.33069748569467977,0.41937486044161076,0.5477414377803055,0.5748905792282482,0.3298172264927801,0.4550417307910112,0.39712913761046387,0.5591541486133036,0.4691743965958708,0.5352664021921328,0.3206107674355363,0.4201690183771271,0.5347051034943456,0.5322895589204786,0.6997149600600704,0.18499788364334593,0.5291476249934344
2376.49574055,0.7729040401725114,0.6062378609273181,0.8579182401174904,0.4693027057516931,0.254871756180745,0.41330692518469203,0.5691278286548503,0.3299732471839372,0.5279647210188063,0.45676838469646913,0.7393688758533676,0.7273758652544785,0.3403652985891155,0.38278375373135815,0.5980193849584222,0.5977467273926927,0.33034864452273655,0.520944880887252,0.4056331395839568,0.5193075168436779,0.46706047744380336,0.5037207890083933,0.26016239657275503,0.41096954704301497,0.4848363626046967,0.5214714048491151,0.7204541923931921,0.18609978358131488,0.5319195275322999
2386.00068793,0.8067428675929571,0.5750885503500882,0.9199663094553214,0.4337850745880178,0.25749079071057346,0.43748460518174176,0.5572510135435014,0.3453304928145957,0.5601940977056296,0.395504726114749,0.7694490883429829,0.7394278747721579,0.33999965196092474,0.3981016470422847,0.5696321581767709,0.62857520131331,0.2809188773104426,0.4456968714615092,0.38174072989109814,0.4835545169202678,0.42553215114097903,0.4936590917917569,0.25077819874789276,0.382588966071716,0.45029688685777136,0.5033715837502717,0.6841655136390005,0.17669200399432622,0.47014924749528336
2395.50989495,0.8503794944104642,0.5714845608335066,0.9302704650194646,0.4838822686346289,0.28106742443826915,0.4867913160111914,0.5005120862929333,0.3275513305642579,0.5200424486978968,0.4428495098774814,0.7209037373800671,0.7616219645748226,0.3455626874718321,0.4119769753080292,0.5549642540941095,0.5695415849986278,0.33258939686512556,0.4859531015715555,0.3557443266769347,0.48184248274856883,0.42600825690153615,0.45883373624219126,0.2516180010929812,0.32045563609647915,0.4605627121824055,0.49897461901489215,0.6779078956287125,0.16096958313090381,0.49112903561889437
2405.02333345,0.8079450781438167,0.5585195106497602,0.9246644669260717,0.559989448119222,0.24753562474893895,0.49166129052695434,0.46300360217784836,0.30500698979650165,0.5202232620961181,0.4264920845019904,0.7527873940352161,0.7640107298040176,0.3603594619906967,0.40911419786491876,0.5335812390141882,0.6423184115065361,0.2934259773634193,0.42554113838679447,0.3860910035471138,0.49740773033145286,0.4427705686482146,0.48013994655459796,0.2605040267487447,0.3074182515451912,0.4195335093492026,0.46710426981638076,0.6008189418834086,0.17349899480141584,0.48156372879743126
2414.54097557,0.8738485732473034,0.5714884223295934,0.9381546230654368,0.5459829293456621,0.2453103784521122,0.5607559620051654,0.4947836490255104,0.325007342293512,0.5392734326384073,0.39586531276599146,0.79821713485293,0.7099346155141019,0.3495485734966035,0.41825776259516406,0.5263789092109328,0.5621766993666318,0.32728570036272264,0.4351965026562134,0.36783628005621233,0.4521223938123804,0.4455991348415419,0.4704923022821307,0.30695881731382213,0.31143785421142095,0.40862059106953824,0.455821797653924,0.5956018728440825,0.16790802792368534,0.47447277095331625
2424.0627937,0.8870895744160774,0.557830028407139,0.8939202506031941,0.5689761476584108,0.22535911812977624,0.581177272561785,0.41210111692423834,0.31043068126632856,0.5404535485243721,0.4354849050108652,0.7631436245125409,0.7267789760131779,0.360303120270299,0.39733068656311993,0.5221050400532783,0.5800925019046742,0.31311433104457076,0.44453914294963914,0.34980846459476,0.4585390659091803,0.4245032641778624,0.4746638928601869,0.3218263388543203,0.28790183385206003,0.3809800909829494,0.4042348031113559,0.598897898606537,0.17415331515490293,0.4510137151174802
2433.58876046,0.7392303769634421,0.588877698267704,0.8974863111153428,0.5766469194161941,0.22262645588852178,0.5834438143046325,0.3854309230721544,0.32856413122256456,0.5371492786283449,0.4437351716969081,0.7414723482255725,0.7628466180321514,0.3694014752874704,0.40345296450664864,0.49728803552397244,0.5367302375508382,0.3301380512712494,0.40790932706335403,0.3947315847822366,0.403299159175682,0.4557861687335161,0.4703376425886685,0.3362790960802218,0.2824008441426689,0.331239662265711,0.4034854657671894,0.6085886519150502,0.18102464824545075,0.45414901443121947
2443.11884877,0.851446953859897,0.5528899461052644,0.8261184173135558,0.5973777185120653,0.22905895176646798,0.5242684994801412,0.36882190432242246,0.34097141905334216,0.5664128731144857,0.42296495895500247,0.6938206885184085,0.78875994569594,0.31717970086253516,0.3826115679136088,0.5493727999221054,0.5097467783554392,0.31133867913897373,0.46196773066076796,0.40524501363482485,0.4163601924478314,0.41611297470728625,0.4520605370141489,0.28943770046670303,0.26813082763912816,0.35328071473254413,0.4098341525891446,0.6334923071511874,0.17749229865483385,0.42627194278216735
2452.65303176,0.7260703621070872,0.49547803938985474,0.8987221385421912,0.6027687172335617,0.21605616671111502,0.5477798048753081,0.344553911664273,0.36373059404126273,0.5556097823304252,0.4292899282228386,0.7489383437707156,0.7590161693231378,0.33481254630640844,0.39255184016793954,0.514364724759777,0.600445831268732,0.30128282639779724,0.4217410358024624,0.3861188683566553,0.4197015564885942,0.42739478238463885,0.4761069389588415,0.3140724617689896,0.2646654904776998,0.3389212729653582,0.38118972696477715,0.5135897385296923,0.17997461695628542,0.4425105859863853
2462.19128285,0.8108878048986864,0.5040253507005107,0.9095947168045034,0.594657556508109,0.2272184096140995,0.5345154491668351,0.3044316974554154,0.3289463903819258,0.5344832884314622,0.4578546560348412,0.7479455674448187,0.7434248312281886,0.3251702045460374,0.4176833322872176,0.5220066508980105,0.57525856062502,0.3139253162555936,0.4592630698792543,0.3829613934108665,0.43674898715471044,0.4104568837344617,0.40288960462514256,0.31085110892504947,0.23709046965541916,0.33078052149386017,0.38666926110953287,0.5401477807980468,0.15985469636511535,0.43831050174949815
2471.73357568,0.8261821456675538,0.5107467029209095,0.8598217058853308,0.6027497742445935,0.19267983701752356,0.55035923944684,0.29149273076213655,0.34552848951027415,0.60351549410663,0.4100527705226003,0.7856895022851116,0.6883793337612644,0.32440307877028657,0.3975679860938948,0.5279490243079272,0.5263981818416419,0.3339202063436454,0.41409610755476656,0.3790934185939854,0.40358570803039207,0.414709242807344,0.4439794321234119,0.29779313569074517,0.24241511489160228,0.333385268638961,0.3455069985847024,0.5789710973524788,0.15993747990800358,0.4545101631680898
2481.27988414,0.770476025826032,0.4821014710985514,0.9095072566691177,0.5788282280596803,0.19406291674063553,0.5013825552024767,0.26209899502298356,0.3999954507693386,0.5356437613634588,0.457486613430636,0.8066134468514495,0.7189919955756919,0.32934908038809957,0.42830029268334036,0.507394999631554,0.5281345229263829,0.32079935517195285,0.36737509896800424,0.3641564350132399,0.4251281690411802,0.4163953337823057,0.42248227291570795,0.31054629597669553,0.25561132315532786,0.2844383112064917,0.37234417182234364,0.5652883232409535,0.16410120891572688,0.4178144193875524
2490.83018234,0.7115853898443186,0.4745696085308826,0.8065012928429264,0.6105191773080726,0.18790208699525118,0.4989456596352476,0.24024805069922556,0.36914545143684785,0.5668922252305271,0.45348223440166147,0.715479509145668,0.7567849397622379,0.349960498912431,0.38842112290985153,0.47803072083567694,0.6026689003840908,0.3203848150031833,0.3600676332031831,0.36684459031297106,0.41157232585277387,0.4209239099090216,0.40456648227030517,0.32248576678992547,0.25563420890508953,0.3043971798074457,0.3596701077138192,0.5065008991156261,0.13551602645935584,0.4529829329639563
2500.38444467,0.7278940747325744,0.4749903235548823,0.912332855874682,0.6021317041076114,0.17642291248410064,0.4952200646218987,0.25644259659164903,0.38637993633006606,0.5301388432887745,0.39384165282344824,0.7874167848147745,0.7743254561331444,0.35356510378659384,0.40149876404259516,0.4515257544573052,0.5675379852271447,0.33424235402499414,0.3900506182656994,0.3510425726131855,0.43803609829051116,0.4215827435279529,0.36081428926667736,0.34441743636166233,0.23370950664595408,0.3020181344979716,0.34835208758030334,0.5090376883257839,0.13915070025268467,0.4623149556388169
2509.94264572,0.7312927397014993,0.49721031735170085,0.8918387816631095,0.5554691673668996,0.18323756189027773,0.49952899151632985,0.2597558092001942,0.3856455967987582,0.5391311905844359,0.4223050880123247,0.7226002530657903,0.7650824475747162,0.3638013044868831,0.3756773001079638,0.4701865368142769,0.6112643440754665,0.32569710187232814,0.4005266882722881,0.33680487120605496,0.3761935121690217,0.39506238737518545,0.39725858795373714,0.3241027184949698,0.2106531593691334,0.292361314547901,0.3387427251730695,0.49532169061295916,0.14792917261432276,0.38386202079663206
2519.50476033,0.7242221159280395,0.46837620123860435,0.9668460860912232,0.5119982481634425,0.17550879021060245,0.5038421899052379,0.2446710909518381,0.3711978643141775,0.5449431658585612,0.42045630276214957,0.7995692899242833,0.735781635398154,0.3509801967020551,0.4488309141451174,0.45153968103881753,0.5896669838568412,0.321501676131719,0.36999203743204323,0.3709031258972037,0.3531579760673039,0.4083607890690033,0.3746803174950777,0.31674226635471714,0.20900646688092422,0.3076233646685401,0.3607887252410805,0.49827159504536217,0.13750646583341147,0.42955145593074173
2529.07076355,0.7151055698075803,0.4978380848508508,0.9354601486169573,0.5020839277806226,0.1629755889423859,0.47285408637902987,0.22391018028099743,0.37028057195855263,0.6058209710274655,0.44468812526295093,0.7409968382223339,0.770890367126791,0.3486452034908357,0.39495971570218386,0.4344033380034572,0.5701446187078574,0.34198265386285603,0.36985753058890675,0.36382194425043873,0.340763959183261,0.4463949530878661,0.37945577770459216,0.30508802481711905,0.22850338369388398,0.3131400025266834,0.3722302464162409,0.497300239707555,0.14407545798790403,0.429684106513043
2538.64063068,0.7221834734653098,0.5374862263570128,0.9375340431154003,0.5011288680749286,0.17755610082645323,0.4914896512197049,0.24119499490289886,0.36267594839595796,0.5592660156759125,0.4415676487611773,0.7779355724445305,0.8286611439277964,0.3538701194795999,0.41456146235892366,0.4222277671949661,0.5723949777910964,0.34408864773000053,0.3847902043839586,0.398022326672464,0.3802537272097776,0.4325117942829008,0.3441761135303627,0.3249717061456279,0.24168828660289315,0.29077742672635376,0.36701165044325157,0.5259189868396612,0.14075501167580087,0.39858396994655076
2548.21433723,0.754995581400023,0.5488571139410638,,0.5310845094982305,0.16155197312528055,,,0.37960484925058813,0.5625346214252565,0.44811949315095906,0.8161464559520041,,0.3658322683508213,0.4059759193097608,0.44976496878491407,0.5543925268541926,,0.3850994225189655,0.33687956845892547,0.40214590840632974,0.39299925738674935,0.3548697697735934,,0.26848384663590963,,0.3590046157986085,0.5477177070524899,0.12508293418315575,0.39979111853185634
2557.79185893,0.7270985066147643,0.5561112508215056,,0.49001917706426457,0.16218181752268282,,,0.3865670213365652,0.5173337696277585,0.38145832354648834,0.6923165560332685,,0.32331696594722287,0.38528884714185874,0.45150142316001873,0.5712701748849476,,0.4279971486325503,0.3246105620324897,0.3815826192721455,0.41168613013465105,0.3601538212574533,,0.2566092155130377,,0.3774876280977273,0.5149997757074047,0.1334549187251239,0.4020284900904302
2567.37317174,0.7876924705315334,0.5434504922034646,,0.5190098840189696,0.1541733687482844,,,0.3939697567562229,0.5660848084938295,0.44461561582446557,0.7650077128938669,,0.32314565300580667,0.36937362605065077,0.4058332597755841,0.5641789890844853,,0.43785591340796015,0.37528869767424783,0.3888514259682675,0.425477229812477,0.38515811427674235,,0.23610942609052,,0.37501665283495633,0.5019349351056535,0.13613206294839514,0.3956743171684572
2576.95825182,0.8778195127424622,0.5843161378960489,,0.5492714115893119,0.14833916166853767,,,0.4232951635732325,0.5303615052246675,0.4266799540302496,0.8242611718324657,,0.3446024507482037,0.40044673049733304,0.39391903757233876,0.5879221683462166,,0.4170201418002715,0.350634926991777,0.3728013346832371,0.42782351758688864,0.3490609946078759,,0.24084047442627368,,0.3365029661482762,0.4801318364390686,0.1261502846587429,0.39247117079639765
