,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
909.999291084,0.9922142590311847,0.9947092433261414,0.9945515338070888,0.9917247912618615,0.9622418477441308,0.9639246455863234,0.9749634623989988,0.9761549738198964,0.9945164962885018,0.9949870363184043,0.9960235645072459,0.9953727938341035,0.9991496980753957,0.9987374430650564,0.9994457915513841,0.9998177870968309,0.9989036511884016,0.9986026738581887,0.9991450768483755,0.9991019733434775,0.9960891886048892,0.9993365248396064,0.9973108523245715,0.9982314205903099,0.9989936989970098,0.9978945177860149,0.9927033712450876,0.992727301711629,0.9915568778058398,0.9925266905283051,0.9939887920553319,0.9929511286986676,0.9940225893398312,0.9932218647554646,0.9976344032376654,0.9978596525856666,0.9981029951028403,0.9986230775021401,0.9953790693195694,0.9957548558619417,0.9963486206951528,0.9962481426213056,0.9951252587082845,0.9944813246813577,0.9932667628912196,0.9935859552602608,1.0,1.0,0.9998295481756726,0.9997364162689318,0.9997437813236122,0.9996164915946374
913.430570243,0.9901686169479463,0.9932377210973166,0.9927202034657623,0.9895834285939156,0.9495488569109305,0.9515144996072146,0.9664400634791395,0.9674892765730269,0.992979243690946,0.9933227802370924,0.9945979204739085,0.9941420175609946,0.9989072872212816,0.998671524847952,0.9992478849724612,0.999943439162509,0.9988047511818885,0.9983670093776162,0.9989222968134256,0.9987760640675518,0.9952598312415812,0.9990993391971434,0.9964612194476963,0.9980405427836652,0.9986458586222787,0.9972213320434562,0.9904678059041778,0.9902603440326349,0.9885754354253383,0.9906071360935506,0.9922219190834077,0.9907140706121201,0.9919524141151552,0.9913230629419922,0.9967167747908813,0.9972890523925427,0.9973763526789635,0.9975889184976959,0.9939393601733794,0.994319082408418,0.9947170245423789,0.9946482161179736,0.9935687673921277,0.9932294717818817,0.9906998885058511,0.9917253458371069,0.9999999999999998,1.0,1.0,0.9998180552623774,0.9997232919881944,0.999597741356291
916.914016797,0.9881757765175925,0.991545141140121,0.9907641775282622,0.9877093247645331,0.9369422856389037,0.9391188784995546,0.9578261010941929,0.958864766796842,0.9912541761687541,0.9919650336635643,0.9931183254839714,0.992986807249119,0.9988228469941822,0.9988261522997409,0.999010122280371,0.9996411232535587,0.9987763410512314,0.998227074411913,0.9989340149196542,0.9984925017790202,0.9942917781427132,0.9990853205889915,0.9959353618178928,0.9978262577078956,0.9985523910379344,0.9964352290000943,0.9882201865519151,0.9876420299519038,0.9857809973888744,0.9884382696476902,0.9905536399373506,0.9885996929124717,0.9903197201999943,0.9896264965987974,0.99568077835486,0.9966177836755273,0.996841632029741,0.9967428291701578,0.9926847767224373,0.9923840696733436,0.9928167301775959,0.9932141483754485,0.9916256034807923,0.9922277201257508,0.988818237273004,0.9899313000722892,0.9999999999999998,1.0,0.9999531467105292,0.9996737204390356,0.999641217491586,0.9996215495694429
920.451653694,0.9861829533952099,0.9899986507265105,0.9887646581001426,0.985663613139491,0.9244064256467092,0.9266826383088883,0.9493338855793666,0.950212914208665,0.9898482856642943,0.9906151411502853,0.9914078928548123,0.9916162509810915,0.9988696463472172,0.9990663074431747,0.9990055284126004,0.9991422116238244,0.9988227637111333,0.9982476365189051,0.9986832266434295,0.9984935541762643,0.993381552134995,0.9989039965780134,0.9956341558977556,0.997885288914582,0.9982954634387384,0.9956665150436537,0.9859778824791279,0.9850184489306429,0.9827906967742863,0.986091273054615,0.9887733395622541,0.9868767216588586,0.9888314249147169,0.9878558315972139,0.9950080708202677,0.9956083138337599,0.9963286115459675,0.9962427987839203,0.9918055206090401,0.9906685282324587,0.9913908972800215,0.9916444165750504,0.9898478436354246,0.9907807463349027,0.9871582216516277,0.9877551837415596,0.9999999999999998,1.0,0.9997798798143213,0.9994500731960668,0.9994946249063014,0.9994808552680496
924.045637162,0.9844280541077245,0.9883269424192891,0.9867309709949591,0.984214107716238,0.9120868682727595,0.9142583087919911,0.9406379686426655,0.9417256094458338,0.9884741106066561,0.9889304889699893,0.9894868634485793,0.9903949591612609,0.9989603001357331,0.9992122504576657,0.9989703069012894,0.9989779538950934,0.9987745966796465,0.9981010196903176,0.9988417600768464,0.998505507382699,0.9929696660491926,0.9991477922898221,0.9951938972808013,0.997766478302824,0.9981299399377367,0.9949447809192656,0.9840056800943902,0.9827727181073307,0.9798270366356396,0.9838886885672067,0.9871307763073585,0.9852181858278127,0.987304934347753,0.9861818077722566,0.9942923077514104,0.9948687656694223,0.9956071650072659,0.9953934036038034,0.99090595115129,0.9896706381578108,0.9903286413988781,0.990138361552225,0.9879727274632082,0.989057740538757,0.9854141297865046,0.9857301372961355,0.9999999999999998,1.0,0.9995674392102641,0.9996553552887003,0.99961142254957,0.9995521936492546
927.698269301,0.9827295494374696,0.9866944339436974,0.985167627220203,0.9829710059038618,0.9001544767621151,0.902274216852933,0.9319190198302677,0.9329282286078062,0.9868721638864423,0.9875683580496479,0.9879279856429044,0.989174333681926,0.9991383474491711,0.9993532531471686,0.9992974504482325,0.999309249063868,0.9987539259671567,0.9980976724744659,0.9990464030121498,0.9987677610525011,0.9926835586621642,0.9991547546906482,0.9950028888357079,0.9976609966285825,0.9981187879678692,0.9947273466154183,0.9823313653412798,0.981016181279521,0.976822874806117,0.9818264649808328,0.985458150181123,0.9837897520504042,0.9860127774603679,0.9846929516139705,0.9933966660927909,0.9942967974304198,0.9951309175782556,0.9945807198185938,0.9899493410164193,0.9889709065845254,0.9893770392931618,0.9889537822984525,0.9862438274902908,0.9873426851656449,0.9835945663418585,0.9839872697661215,0.9999999999999998,0.999934873209876,0.999314977413802,0.9995948661592945,0.99962397634268,0.9996425719912205
931.412012249,0.9810196102153514,0.985151112713166,0.9838232123088851,0.9810553567420865,0.888049606887194,0.8903044260738928,0.9234429973915844,0.9242282957105609,0.9852759346996226,0.9864267566302225,0.98646010115867,0.9878039861712617,0.9991459369068385,0.9996945687302263,0.9994023570656063,0.9993596937879976,0.99865637059201,0.997603947111757,0.9995080737010102,0.9987518693168321,0.9921961577209907,0.99904490699075,0.9948037390974288,0.9974153033654976,0.998346516490033,0.9944809806481554,0.9801289458699878,0.9790881689538558,0.9738958483055828,0.9795771352568438,0.983936658194381,0.9820417490706936,0.9846891289002183,0.9831286707531139,0.9923652423519248,0.9936361138996791,0.9944858875674996,0.9938458567800701,0.9883475379497024,0.9880762305525196,0.9885174831319743,0.9873424380630675,0.9845742090305555,0.98557869779371,0.9819020140101515,0.9822187804699306,0.9999999999999998,0.9999891270466189,0.9993810152608049,0.999716810579022,0.9996697219336339,0.9995504755465244
935.189504163,0.9791503965168502,0.984196663557827,0.9825535758900369,0.9796990401896015,0.8759153455133167,0.8786950419705846,0.9155186001778105,0.9153929008051497,0.984012332150073,0.9853845033488455,0.9855347212242935,0.9867070239664629,0.9994187937488538,0.9998687021307822,0.9995556933189899,0.9995100476002443,0.9984553573524585,0.9972087881060256,0.9995554260116905,0.9988520456067755,0.9917744703333367,0.9991112547401904,0.9946324769511126,0.9975007704470226,0.9988259977694278,0.9943545791601233,0.9780469786408644,0.977365442023884,0.9713702519095087,0.9777544952415981,0.9826341488558887,0.9801500673231865,0.9832993572232882,0.9816211840856981,0.9915270516234044,0.9927041413848776,0.9937849323658411,0.9932133605103658,0.9864411149384186,0.9867762885270189,0.9872957765065247,0.9860310356762978,0.9830577096043049,0.9843553814583397,0.9806814698159538,0.9804125384174489,0.9998934565982948,0.9999703119802571,0.9994881085404949,0.9997057191025809,0.9998799302950958,0.999584971202771
939.033577299,0.9774357194343081,0.9828232133422824,0.9814580719245511,0.9784280031983266,0.8637591786084452,0.8672360033809023,0.9075623917903198,0.9069782822109143,0.9828157694794772,0.9844958834186394,0.9845321483452484,0.9856473136685262,0.9997290010004518,1.0,0.9997347318011774,0.9994974179498992,0.997912659874676,0.9970348367284653,0.9994314388336432,0.9987171047225926,0.9913972138063591,0.9993905344499824,0.9944239564769637,0.9976945805118398,0.999317445551621,0.9942466105460468,0.975864378269432,0.9755929954081527,0.968882023088386,0.9758192198622924,0.981633545836849,0.978652619668593,0.9815638072397683,0.9801950069022354,0.9906781594747708,0.9917451829990146,0.9932232925926556,0.9927659166446363,0.9848703112797296,0.9852793612590317,0.9859904427326521,0.9847381887940881,0.9813487124233925,0.9831705330843474,0.9796325665059584,0.9789689571846276,0.9997348431765237,0.9999247601335887,0.9993900853505309,0.9997986296422265,0.9999437141771853,0.9996448097924071
942.947278561,0.9756653042581662,0.981474117322078,0.9802685578939659,0.9768500129132981,0.8515609302550793,0.8557956436720121,0.8995558424996362,0.89830742804708,0.9818448683115737,0.9836152823480897,0.9831797639869277,0.9843949884263363,0.9995851265600779,0.9998954874751259,0.9997454893504906,0.9996743668238679,0.9970093110200958,0.9963803503446257,0.999068710329761,0.9983535742092703,0.9905089814578065,0.9992386516422849,0.9939261055918783,0.9977877343561744,0.9991909415935964,0.9941782412480711,0.973732243441305,0.9735676092974304,0.9661874197303225,0.9739815184514212,0.9805019714280812,0.9770967136022353,0.9799860593570221,0.9788464461154927,0.9898873939623513,0.9907648199244767,0.992408585114275,0.991869111251478,0.9831361433491017,0.9840448159663427,0.9848273331739116,0.983426474225572,0.9802141152673307,0.9818813502856877,0.9781059990618846,0.9775010388184766,0.9996104853925285,0.9998747121544518,0.9996459005780899,0.9998927133490944,0.9999418126214736,0.9996648533774214
946.933892918,0.9737604981481712,0.980114388421945,0.9788065165239325,0.9752790582089264,0.8393521785841555,0.8444744743752347,0.8917057982809431,0.8903480191215185,0.9809746635308577,0.9826287356152567,0.9818956307208797,0.9834508941940029,0.9996573352542808,1.0,0.9998623595336539,0.9997651091778981,0.9959442242402444,0.9956562486822836,0.9985406541232568,0.997637854026387,0.9896404597520585,0.9994320493944636,0.9934190193060884,0.9978566385335669,0.999011397666775,0.994070876295086,0.9716669817997298,0.971499592755874,0.9631487768125346,0.971703922716999,0.9791791822886701,0.9756309986369667,0.9785050876876287,0.9776722132671398,0.9893908727813261,0.9898445899996333,0.9915916868084401,0.9909421206772521,0.9813483623445252,0.9823699309283955,0.9830542276592906,0.9821259887984743,0.9789619608571825,0.9807902259286978,0.9767798358185785,0.9759067130490239,0.9996039859856035,1.0,0.9995475825950592,0.9998829188156477,0.9999351965260826,0.9995431625336172
950.996970209,0.9720465353682616,0.9788379718348684,0.9776842959182013,0.9737394520387244,0.827805725869242,0.8335231434352971,0.8843154287166527,0.882532660512982,0.9801066012087557,0.9816719125521597,0.9808814383163643,0.9824996907291851,0.9997449337572694,1.0,0.999987701443434,0.9997740995195722,0.9945046182155853,0.9948519678236705,0.9980369700319681,0.9969444065145544,0.9887535583882114,0.9997637384718945,0.9930800444720294,0.9981176039498413,0.999008864759592,0.9940082060209754,0.9698743079945179,0.9695938429053061,0.9599445396407599,0.9693965902769474,0.9778428463494738,0.9740352621446213,0.9771386378138252,0.9762763550816027,0.9882389676245784,0.9886859594811266,0.9905829538826765,0.9901452560608448,0.9795322042827878,0.980282976674188,0.9811409904002871,0.9807417659955523,0.9774487504629117,0.9798957477861773,0.9752844128599708,0.9742084368765486,0.9994320943407344,0.9999603451663382,0.9993871710659857,0.9999832688624184,0.9999287143448581,0.9994729475398081
955.140355948,0.9702156035087977,0.9778307929903032,0.9763180380842965,0.9719040841677422,0.8167785802968569,0.8230145202312017,0.876708399178044,0.8753886893048728,0.979284718263803,0.9810291913716571,0.9802520053007376,0.9818101637122973,0.9998631566889059,0.999881057546538,1.0,1.0,0.99268756392595,0.9938428006283542,0.9973455812964839,0.9962757800757411,0.9879642311723691,0.9998932490661437,0.9928524508814086,0.9982204616743994,0.9992219421353629,0.9939196261531837,0.9681577022505334,0.9679331020467644,0.9566610729060043,0.9668230212893953,0.9767449714132463,0.9726058897377152,0.9758571450060339,0.9751056722409004,0.9868282708984113,0.9872248668896764,0.9895486686390429,0.9892702364935216,0.97783456083773,0.9786099681041373,0.9794409185190436,0.9793098622566818,0.9762804840445454,0.978736178456045,0.9737334869514213,0.9731749210959356,0.9994280242327079,0.9999508184359501,0.9992171383927284,0.9998601424148519,0.999828710818092,0.9995797495722701
959.368226885,0.9684395976422321,0.9766718392462264,0.9744872530586195,0.9704474057689711,0.806205514499881,0.8130410749859297,0.8688295162058327,0.8678653127334324,0.978879098146899,0.9804993782573863,0.9792891104866666,0.9811849324432332,1.0,0.9998829162298855,1.0,1.0,0.9905453445271653,0.992773507487843,0.9965830525742438,0.9954703205755709,0.9876266553029521,0.9999149474889582,0.9925221674908644,0.9981594839386937,0.9994002477324392,0.9938335365693532,0.9664268508609419,0.9661000774911529,0.9535991436126203,0.9641778752692491,0.9755654104251068,0.9709630313169875,0.9746835955761004,0.9739896730486476,0.9855352947278854,0.98578556914018,0.9885014853665841,0.988186576096916,0.9762800075534342,0.9772708222023422,0.9785780297095054,0.9777199401895703,0.9750913804678307,0.977915547333758,0.9718183287314786,0.9721054810553245,0.9996107570615114,0.9998971890772017,0.998957760267044,0.999731769919128,0.9998360447754722,0.9997434559960963
963.685132242,0.9664590674958088,0.9756192603014312,0.9726616960447947,0.9687560816206718,0.7957140736653721,0.802909217927058,0.8607776675131323,0.8606982195096472,0.9780470884854828,0.9797095336712406,0.978309452481832,0.9802190090165458,0.9999944194791964,0.99990851754525,1.0,1.0,0.9877119350092196,0.9916982870289119,0.9954075161851202,0.9940482744239636,0.9868958499398292,0.9997493107601171,0.9921570491447721,0.9982474397575418,0.9993286168858844,0.9933792574497223,0.9642066075108219,0.9643734844125842,0.9508400893291895,0.9616234930061592,0.9744874850581243,0.9699354485215205,0.9735932183551954,0.9728164701084512,0.9839287931244257,0.9841806286524846,0.9869024709547259,0.9865212903354512,0.9746668710045614,0.9760905885865986,0.9778458384030736,0.9763619696366378,0.9737128458597488,0.9768304298658679,0.9696649746482333,0.9707315618018013,0.9997893457893459,0.9999205327541416,0.9988441798936799,0.9996762533002159,0.999713580025016,0.9996706861988117
968.096041789,0.9645187882652485,0.9747098848930685,0.9708490797440779,0.9669610525419874,0.7857926779657031,0.7936861769242719,0.853306863825828,0.8542837780741515,0.9774029179392962,0.9789500338951764,0.9773943052979972,0.9793583027582119,1.0,1.0,1.0,0.9999860502987594,0.9843461249947749,0.9903058711066001,0.994111784608014,0.9924480216566086,0.9863631629002831,0.9992801113829749,0.9921384194986105,0.9986311219099022,0.9991515523862551,0.9930247865819274,0.9620808790251808,0.9626766246875003,0.9484230469636218,0.9592346468816562,0.9738711969967936,0.9691671669679027,0.9725025874206088,0.9717497706768106,0.9824105942272701,0.9826985693852361,0.9852708920457516,0.9849513529877164,0.9733441820055233,0.9747608634117884,0.9766048339468889,0.9754116555772535,0.9727232017676131,0.9757979631141789,0.9679235891094491,0.969446932355956,0.9999999999999998,1.0,0.9987858700413724,0.9993579993439774,0.99975099225022,0.9996540664235046
972.606402173,0.9625790646737692,0.9741470431513036,0.96939154174568,0.9654031894596221,0.7767446070829371,0.7848460697166707,0.8463653594492164,0.8481724347804316,0.9767526881178371,0.978451587130302,0.9767177145999704,0.9787733358185652,1.0,0.9998464735090637,1.0,1.0,0.9808027971391654,0.9886725100480697,0.9926275923956106,0.9905732242406656,0.9858774670019002,0.9990921533431726,0.9919086489684887,0.9990582231139663,0.9992925940008653,0.9925601315895617,0.9601983285505865,0.9611555442972415,0.9457968401530377,0.956984423573684,0.9735834413917267,0.9687158042362759,0.9710527361280186,0.9702577138177059,0.9811433253819783,0.9815858554823189,0.9835053319966114,0.9836313847112049,0.9725007434567021,0.9735325163909183,0.9751752341849885,0.9749840771426527,0.9721583809342149,0.9745568630300636,0.9663669125334797,0.9678866510881614,0.9999999999999998,1.0,0.998668247599368,0.9993526799341715,0.9997715508529464,0.9996672875724056
977.222203311,0.9610183901195744,0.9732692399893309,0.9685430281470155,0.9644672876204543,0.7684092562038538,0.7765327476913858,0.8401389865581268,0.8422291091910451,0.9758464125249842,0.97817279668766,0.9756904621798486,0.9778676216162581,1.0,0.9999951631055374,1.0,1.0,0.9765379207341083,0.9870604559986714,0.9908963553427161,0.9882365467291271,0.9854425421451851,0.9994202710521312,0.9916166357521294,0.9991206387675364,0.9999649744369035,0.992374608314941,0.9585363458355591,0.9598493875514038,0.94343793910211,0.9547325790159589,0.9729640485393238,0.9687822974151697,0.9692819638480471,0.9683574908721739,0.9799364331302416,0.9809125433865136,0.982154619928914,0.9822655721718729,0.9717490733921121,0.9726108885116697,0.9736904916960115,0.9747898929318342,0.9709111232521223,0.9732988405209315,0.9647399809931421,0.9656571137145715,1.0,1.0000000000000002,0.998481013834221,0.9991725700138306,0.999626727674288,0.9997511780291076
981.950057134,0.9593620122049373,0.9724011250264993,0.9680175641026885,0.9638960191727923,0.7604539483358389,0.768105541807144,0.8337812699147746,0.8358408560787609,0.9749708192616698,0.9778849172341931,0.975308313928745,0.976827154628006,1.0,1.0,1.0,1.0,0.9707225386508607,0.9852951955852247,0.9886965023885045,0.9848819891701331,0.9856622685588673,0.9998810760286854,0.9909811602280292,0.9992485142889538,1.0,0.992077752031949,0.9569200364348203,0.9590562376146478,0.9422428442701566,0.9533446901954573,0.9719853446055697,0.9696985823252108,0.9674446005029509,0.9655964595325958,0.9786406709738058,0.9800874155558369,0.9807733412159351,0.9807277227488159,0.9712386447142601,0.9724545668450107,0.9729474848523274,0.9751037016576303,0.9690948049968641,0.9723862961724328,0.9631856571355719,0.9632730795493873,0.9999999999999998,1.0,0.9983508460234419,0.9988737912648052,0.9992334740301406,0.9994888846272472
986.797291589,0.9570843549797199,0.9712733464752449,0.9674614777656274,0.963611670648512,0.7531262135446133,0.7599195516374103,0.8278730846898826,0.8291639769528993,0.9741696482521287,0.9778487760075691,0.9756416196140402,0.9756539915734841,1.0,1.0,1.0,1.0,0.9631310338375267,0.9834615199163226,0.9861888503143644,0.9803736173266813,0.986900957818841,1.0,0.989941761239088,0.999675243354134,1.0,0.9915130044092243,0.9553683122693531,0.9591098018458645,0.9422887290018276,0.9536949366882322,0.9706655111270429,0.9711018002749492,0.9658809012136763,0.9614464787606598,0.9777476381753346,0.9790071596619195,0.9787435712957073,0.9789021319108121,0.9718186717469292,0.973316365682168,0.9737431451451418,0.9757334808828165,0.966405961383033,0.972194966686233,0.961367047694938,0.9607698296279017,0.9999999999999998,1.0,0.9987342214317129,0.9984151737716745,0.9985414584948532,0.9989376659175954
991.720028203,0.9542871853030607,0.9697551823844536,0.9668058268020417,0.9628447192201636,0.7472332799881537,0.7530299910791629,0.8236520059500981,0.8233796350027209,0.9736381466407159,0.9779479884109797,0.9764142750839231,0.974518235955991,1.0,1.0,1.0,1.0,0.9578412670875894,0.9827170284278367,0.9845273324932573,0.976850076243616,0.9885956752475614,1.0,0.9887015634098306,1.0,1.0,0.9907656014591739,0.9538236152867277,0.9594281841721956,0.9426465996634457,0.954722108142845,0.9689692611980042,0.972169304167067,0.9650184930771831,0.9569521133942629,0.976841945454787,0.9775303414826013,0.976597415513809,0.9770025626601658,0.9724925341774426,0.9744725041888661,0.9749989575410866,0.9763980696054668,0.9632883789191601,0.9719303797218817,0.9590206693484343,0.9581858495274771,0.9999999999999998,1.0,0.9993642303801813,0.9979598557316939,0.9977960282394321,0.9983781564688426
996.671068522,0.9508026119239091,0.9676148922146319,0.9654429143028124,0.9609518901709544,0.7428050379614759,0.7480254669254808,0.8209288974212356,0.8193124311844593,0.9731217092832197,0.9779292046802753,0.9766246453390366,0.9735956446548076,0.9999706366579135,1.0,1.0,1.0,0.9568290711229825,0.9833519581279241,0.9842772955279349,0.9759651251381138,0.9892946724470881,1.0,0.9875972732985651,1.0,0.9996149633681612,0.989713060490325,0.9525644536409066,0.9590849664606975,0.9416410424172657,0.9551026910592741,0.9674991605545431,0.9720578928660291,0.9647410971362558,0.9538472559228455,0.9758857194964533,0.9757360356776443,0.9746228663047912,0.9751360480869047,0.9723195537856336,0.9744636656520521,0.9750838559427558,0.9763343375963957,0.9603790620335626,0.971297683016499,0.9564181806082419,0.9557619499763859,0.9999999999999998,1.0,0.9998033093286892,0.9977783504207327,0.9975971715932835,0.9980894740856828
1001.65061855,0.9478227455167907,0.965347761768784,0.9636781220315815,0.958698188267864,0.738800475038824,0.7439565935335454,0.8188497873992667,0.8165066576987878,0.972561207896706,0.9773921413169209,0.9758643342824368,0.9727571335880006,0.9999379416535715,1.0,1.0,1.0,0.9593268584723984,0.9849145023781305,0.9850984025897647,0.9771555326581223,0.9886543735076965,1.0,0.9864855921652135,1.0,0.9990967983035908,0.9888501737809882,0.9512558008611727,0.9578841979479346,0.9393952376949433,0.9541214802966814,0.9664387027658665,0.9713197949602402,0.9644280846515575,0.9519498362604234,0.9745066878012537,0.9741075642579234,0.9730192623972682,0.9732943971206081,0.9707623566592845,0.973426953651878,0.9738882483504169,0.9759016544606235,0.9581125040260566,0.969888642728042,0.9537474368231179,0.9533107465037185,0.9999999999999998,1.0,0.9999899241635166,0.9976643771638155,0.997399920649918,0.9976681792051068
1006.65888632,0.9446718630366729,0.962975244135133,0.9617518827011684,0.9559349003486026,0.7350909236620752,0.7405842285758505,0.8170528685314634,0.8141897410695013,0.9718931270649611,0.9767327869953545,0.9749334084635278,0.9721083298424044,1.0,1.0,1.0,1.0,0.9632628102762593,0.9865647911114337,0.9864525523933475,0.9792965991068716,0.9876754268556082,0.9999989199592619,0.9855850661719359,0.9998909252667093,0.9988009696589027,0.9880419855545972,0.9500531168641366,0.9564858150378092,0.9365786717979824,0.9524435896024234,0.9655615153568694,0.9701241237762906,0.9642679932649046,0.9507082877126728,0.9731018113923339,0.9722898894438685,0.9714277556350593,0.9715523029084578,0.968751873388445,0.9716600129025794,0.9720018263439392,0.975230517045483,0.9561388971861686,0.9681244585157449,0.9509499154425812,0.9507175400398783,0.9999999999999998,1.0,1.0,0.9977224471352665,0.9974498161469411,0.9976867836829914
1011.69608192,0.9416836219950444,0.9604204883843982,0.959625003229666,0.9530048470743137,0.7318469838520304,0.7375756694417104,0.81557655740824,0.8123079286420131,0.9710772770713608,0.9758946119260569,0.9738004112317669,0.971310829189411,0.9998544820957322,1.0,1.0,1.0,0.9678880932476241,0.9883362435815152,0.9879117028814396,0.9818202256502545,0.9864041031078119,1.0,0.984521645387717,0.9996825083966764,0.9984016100799891,0.9870746830171151,0.948796420381705,0.9548238687704249,0.9336515249178186,0.9504532240729364,0.9646620444396689,0.9688194565975194,0.9639653248382595,0.9497009219887338,0.971442838793009,0.9706630527012685,0.9699118544626363,0.9698869831837785,0.9667931087336747,0.9697637109952623,0.9700051430924308,0.9742774905692444,0.9540878463847243,0.9661915128149183,0.94821129630883,0.9482027553175139,0.9999999999999998,0.9999404862403923,0.9999470996241018,0.9977044041499059,0.9975399601894893,0.9977350024244208
