,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
927.0,0.266891,0.312903,0.219085,0.134607,0.126755,0.120492,0.08667,0.086198,0.30126200000000003,0.309497,0.30024,0.303351,0.278318,0.253674,0.30144,0.307307,0.38122700000000004,0.495767,0.52414,0.440388,0.36200299999999996,0.39990299999999995,0.402241,0.386182,0.34031300000000003,0.412436,0.152366,0.128969,0.096992,0.115311,0.321646,0.26128,0.224899,0.275399,0.353264,0.354311,0.3411,0.35470799999999997,0.097769,0.104617,0.09443099999999999,0.141512,0.10597899999999999,0.097568,0.109631,0.111781,1.000718,0.999984,0.454529,0.9970180000000001,0.995155,0.9962829999999999
928.0,0.26693300000000003,0.31264600000000003,0.219086,0.134676,0.12628399999999998,0.11999499999999999,0.086421,0.085981,0.30110600000000004,0.309408,0.299892,0.303491,0.278539,0.25387699999999996,0.301533,0.307572,0.381188,0.495371,0.5238499999999999,0.44033900000000004,0.361834,0.399871,0.402409,0.38603000000000004,0.34031999999999996,0.41261200000000003,0.152367,0.128828,0.09696500000000001,0.115245,0.321631,0.261034,0.224731,0.275397,0.353235,0.35416200000000003,0.340998,0.354459,0.097843,0.104643,0.09445600000000001,0.141607,0.106069,0.097605,0.109529,0.11182700000000001,1.000064,1.000374,0.45481,0.996579,0.994292,0.99617
929.0,0.266968,0.312763,0.21911999999999998,0.134649,0.125859,0.11956,0.086212,0.08596,0.300686,0.309584,0.299785,0.303406,0.278798,0.254165,0.30175,0.307773,0.381134,0.495299,0.524023,0.44011,0.36200200000000005,0.39980499999999997,0.402412,0.386094,0.340445,0.412905,0.152399,0.128824,0.09694699999999999,0.11526199999999999,0.32189300000000004,0.26116,0.22503399999999998,0.27554300000000004,0.35307099999999997,0.35453,0.34115,0.354287,0.097889,0.104793,0.09455399999999999,0.141608,0.106085,0.09759499999999999,0.10940799999999999,0.111784,0.999683,1.000057,0.454778,0.996483,0.99446,0.996095
930.0,0.267245,0.312745,0.219174,0.134499,0.125477,0.119067,0.085829,0.08566499999999999,0.300414,0.30950500000000003,0.299831,0.303273,0.278736,0.254138,0.301861,0.307896,0.381123,0.49477899999999997,0.523739,0.439837,0.362054,0.399854,0.40265999999999996,0.38609099999999996,0.34033599999999997,0.412949,0.15228999999999998,0.128743,0.096992,0.11524100000000001,0.321748,0.261202,0.225027,0.275674,0.35300400000000004,0.354298,0.340812,0.35450699999999996,0.097837,0.104712,0.094582,0.141606,0.10602600000000001,0.09749000000000001,0.109463,0.11179800000000001,0.999213,1.000021,0.45525799999999994,0.9959950000000001,0.993955,0.995618
931.0,0.267386,0.31317799999999996,0.21935,0.134609,0.12499,0.1186,0.08576700000000001,0.085452,0.30061699999999997,0.309697,0.299776,0.303159,0.278937,0.25447,0.30220400000000003,0.308276,0.381092,0.49486600000000003,0.523858,0.43988999999999995,0.362348,0.400033,0.40293100000000004,0.38619,0.34058700000000003,0.413033,0.15236,0.128933,0.096989,0.11534499999999999,0.321817,0.260998,0.22511399999999998,0.275577,0.3528,0.354482,0.340912,0.354534,0.097789,0.104803,0.094595,0.14144199999999998,0.105906,0.097597,0.109468,0.111855,0.999849,0.999622,0.45518000000000003,0.996198,0.9945010000000001,0.99543
932.0,0.267304,0.312833,0.2193,0.134572,0.124367,0.118193,0.08566900000000001,0.08521000000000001,0.300774,0.309517,0.300117,0.30316,0.27918299999999996,0.254729,0.30245,0.308273,0.38110999999999995,0.494674,0.523711,0.439883,0.36255200000000004,0.400073,0.403196,0.386056,0.340932,0.413091,0.152378,0.128942,0.097181,0.115348,0.321747,0.261004,0.225169,0.275613,0.352827,0.354495,0.341006,0.354499,0.097872,0.10485099999999999,0.094735,0.141226,0.106079,0.097569,0.109474,0.11183299999999999,1.000278,0.999927,0.455504,0.996156,0.994106,0.995295
933.0,0.267348,0.313145,0.219272,0.134592,0.12399800000000001,0.11804,0.085437,0.085002,0.300751,0.309572,0.300015,0.303292,0.279418,0.255011,0.302654,0.308435,0.38108,0.49444899999999997,0.524031,0.44005099999999997,0.36239899999999997,0.400368,0.403247,0.386291,0.341215,0.413242,0.152444,0.128973,0.09713699999999999,0.11542899999999999,0.321814,0.260872,0.225229,0.275893,0.35275100000000004,0.354555,0.341094,0.354453,0.097759,0.104816,0.094756,0.141295,0.10616199999999999,0.097547,0.109562,0.11180300000000001,1.001164,0.999721,0.455843,0.996416,0.994556,0.995547
934.0,0.267568,0.313188,0.219352,0.134661,0.123585,0.11751899999999998,0.08519299999999999,0.084668,0.30081199999999997,0.309581,0.300262,0.303454,0.27957,0.255111,0.303009,0.308877,0.38095199999999996,0.49436,0.52447,0.44006100000000004,0.362818,0.40066,0.40319699999999997,0.386603,0.341368,0.41369100000000003,0.152627,0.128958,0.09716,0.115515,0.32189100000000004,0.26074400000000003,0.225323,0.275911,0.35302,0.354677,0.34121899999999994,0.354359,0.09776199999999999,0.104921,0.094794,0.14141600000000001,0.106166,0.0977,0.10960800000000001,0.111745,1.0003579999999999,0.9991209999999999,0.455371,0.9964360000000001,0.994676,0.995519
935.0,0.26751,0.31347,0.21953299999999998,0.13483,0.12328099999999999,0.117168,0.08506,0.084491,0.300921,0.309729,0.30044899999999997,0.303603,0.27983,0.25521699999999997,0.303193,0.309473,0.380714,0.494211,0.524157,0.440022,0.362779,0.400738,0.403354,0.386764,0.34161499999999995,0.413924,0.15263400000000002,0.128987,0.097174,0.115568,0.321987,0.260866,0.225137,0.275864,0.353157,0.354495,0.341404,0.354609,0.097701,0.104913,0.09482499999999999,0.141433,0.106202,0.097728,0.109533,0.11168900000000001,0.9999039999999999,1.00006,0.455741,0.996733,0.9948560000000001,0.996134
936.0,0.267518,0.313798,0.219643,0.135081,0.122939,0.11686099999999999,0.084923,0.08428200000000001,0.300945,0.310057,0.30056499999999997,0.30369399999999996,0.280418,0.25563199999999997,0.303476,0.309858,0.38063400000000003,0.494272,0.5243289999999999,0.43988999999999995,0.362879,0.401079,0.403834,0.386976,0.341975,0.41409799999999997,0.152807,0.129071,0.097229,0.115632,0.32229599999999997,0.261079,0.22527899999999998,0.275912,0.35330599999999995,0.354687,0.341234,0.354946,0.097799,0.104922,0.09482499999999999,0.141649,0.10625299999999999,0.097748,0.109654,0.111699,1.000412,0.9999089999999999,0.456049,0.9965269999999999,0.9953029999999999,0.996055
937.0,0.267652,0.313965,0.219801,0.13517200000000001,0.12255699999999999,0.116524,0.08463,0.084202,0.301155,0.310118,0.300838,0.303717,0.28066199999999997,0.25580400000000003,0.303782,0.30993200000000004,0.38061100000000003,0.49479999999999996,0.5243829999999999,0.439903,0.36339799999999994,0.401552,0.40411400000000003,0.38732900000000003,0.342132,0.41435,0.152862,0.12908,0.09721600000000001,0.115589,0.322404,0.261073,0.22533899999999998,0.276147,0.353434,0.354826,0.341239,0.354825,0.097858,0.10487500000000001,0.09471,0.141651,0.106203,0.097788,0.109759,0.11191100000000001,0.999339,0.999752,0.45598500000000003,0.996229,0.995052,0.9960859999999999
938.0,0.268003,0.31412,0.22005400000000003,0.135162,0.122113,0.116077,0.084551,0.084052,0.301258,0.310234,0.300941,0.303711,0.280814,0.255951,0.304062,0.309957,0.380567,0.49507199999999996,0.52409,0.439976,0.36359600000000003,0.401749,0.404201,0.38750999999999997,0.34225700000000003,0.414531,0.152838,0.129135,0.09738,0.11563599999999999,0.322297,0.261025,0.225383,0.276218,0.35335700000000003,0.354494,0.34136299999999997,0.354932,0.097833,0.104835,0.09470700000000001,0.141539,0.10623300000000001,0.097874,0.10991,0.11196999999999999,0.9984059999999999,1.0003279999999999,0.456385,0.996496,0.995054,0.996297
939.0,0.268155,0.314048,0.22010100000000002,0.135107,0.12171,0.115709,0.084457,0.08379400000000001,0.301171,0.310284,0.300721,0.303669,0.281061,0.256034,0.304263,0.310098,0.38044100000000003,0.494765,0.523857,0.43981699999999996,0.363821,0.401861,0.40438,0.387476,0.342483,0.41448799999999997,0.15295899999999998,0.129169,0.097529,0.115721,0.322393,0.261081,0.22539,0.276061,0.35346299999999997,0.354321,0.341407,0.355319,0.09791,0.104869,0.09477000000000001,0.14150600000000002,0.106246,0.097873,0.109937,0.11192600000000001,0.999305,1.000264,0.456592,0.996651,0.995248,0.995937
940.0,0.268,0.31386800000000004,0.21989,0.135133,0.121197,0.115358,0.084117,0.08359899999999999,0.300956,0.310226,0.300714,0.303601,0.281128,0.256168,0.30436,0.31031600000000004,0.380313,0.494529,0.523718,0.439688,0.36385399999999996,0.401887,0.40435000000000004,0.387341,0.34261,0.41432,0.15294,0.129115,0.097538,0.11570399999999999,0.322564,0.261322,0.22536,0.275984,0.35320300000000004,0.35440600000000005,0.341228,0.35519,0.09787499999999999,0.104951,0.09483000000000001,0.14145200000000002,0.10624399999999999,0.097799,0.109842,0.11196500000000001,1.000056,0.99997,0.456528,0.996815,0.995115,0.9955710000000001
941.0,0.268067,0.31398,0.22018100000000002,0.135227,0.120768,0.115054,0.08399100000000001,0.08332,0.30099,0.310351,0.30086999999999997,0.3037,0.281425,0.256355,0.304688,0.31064800000000004,0.38034300000000004,0.494337,0.52394,0.439795,0.36379,0.40209000000000006,0.40452,0.38757800000000003,0.342744,0.414921,0.15298,0.129186,0.09760999999999999,0.11587,0.32270400000000005,0.261479,0.225518,0.27613299999999996,0.353189,0.35459,0.34125500000000003,0.35499,0.097898,0.105008,0.095,0.141491,0.106389,0.097874,0.10994799999999999,0.112021,1.000459,1.000032,0.456708,0.9973489999999999,0.995344,0.9958060000000001
942.0,0.268398,0.313961,0.220553,0.135357,0.12052,0.11469099999999999,0.08372600000000001,0.083069,0.30125399999999997,0.31038699999999997,0.30067,0.30369599999999997,0.281478,0.256421,0.304978,0.31095300000000003,0.38020400000000004,0.493867,0.523971,0.43961100000000003,0.364085,0.40239800000000003,0.404663,0.387862,0.34287999999999996,0.415192,0.153178,0.129238,0.09753,0.115943,0.322787,0.261233,0.225489,0.27623200000000003,0.35326500000000005,0.354676,0.341483,0.35501699999999997,0.09803,0.105068,0.095039,0.141474,0.10636799999999999,0.097931,0.109902,0.11193099999999999,0.998635,0.9997469999999999,0.45671300000000004,0.9972620000000001,0.9952500000000001,0.9959739999999999
943.0,0.26876,0.314301,0.220487,0.135451,0.119973,0.114215,0.083493,0.082739,0.301288,0.310441,0.300861,0.3037,0.281421,0.256554,0.305232,0.31132899999999997,0.379979,0.493704,0.523733,0.43945900000000004,0.364379,0.40250199999999997,0.40484699999999996,0.388046,0.342922,0.414931,0.15329700000000002,0.129156,0.097498,0.11591100000000001,0.323004,0.261349,0.225412,0.276334,0.353189,0.354656,0.34149700000000005,0.355025,0.097957,0.10516500000000001,0.095044,0.141504,0.10640599999999999,0.09789500000000001,0.10976599999999999,0.111876,0.998048,0.999396,0.457027,0.996952,0.994841,0.996216
944.0,0.268688,0.314612,0.22046600000000002,0.135462,0.11940400000000001,0.113921,0.083479,0.082563,0.301263,0.310417,0.300782,0.303764,0.281711,0.25669000000000003,0.305497,0.311755,0.37963500000000006,0.493476,0.523487,0.43923900000000005,0.364475,0.40245600000000004,0.404807,0.38821599999999995,0.342842,0.41497799999999996,0.153257,0.129124,0.09756500000000001,0.11598000000000001,0.323169,0.261571,0.22545500000000002,0.276511,0.35356699999999996,0.35476100000000005,0.34132199999999996,0.355045,0.09788500000000001,0.105138,0.095132,0.141586,0.106477,0.097941,0.109795,0.112067,0.999642,1.000011,0.45742,0.996369,0.994781,0.9958849999999999
945.0,0.268395,0.314328,0.220529,0.135495,0.11908300000000001,0.11350099999999999,0.08317000000000001,0.08263,0.30134299999999997,0.31045300000000003,0.300455,0.303695,0.28194199999999997,0.256986,0.305605,0.311979,0.379296,0.493391,0.523135,0.438969,0.364332,0.40253700000000003,0.404476,0.38832099999999997,0.343024,0.41510199999999997,0.153092,0.12922,0.09765,0.116021,0.32299300000000003,0.261337,0.225492,0.276605,0.35379,0.354753,0.34119,0.354927,0.097925,0.105138,0.095094,0.141553,0.10651999999999999,0.09804299999999999,0.109828,0.11216699999999999,0.999653,1.000144,0.457288,0.9958589999999999,0.9946639999999999,0.995355
946.0,0.268577,0.314311,0.2205,0.135526,0.11884600000000001,0.113065,0.08282199999999999,0.082548,0.301781,0.310844,0.300883,0.303868,0.282304,0.257328,0.305827,0.31235399999999997,0.379332,0.49378,0.523149,0.43902599999999997,0.36438400000000004,0.40292,0.40482,0.388542,0.343497,0.415541,0.153169,0.129325,0.097764,0.116091,0.323037,0.261534,0.225647,0.276827,0.354062,0.35482100000000005,0.34145000000000003,0.35501,0.097968,0.105226,0.095053,0.141619,0.106677,0.098087,0.10986499999999999,0.112081,1.000264,0.99982,0.45731499999999997,0.996456,0.9948220000000001,0.995683
947.0,0.26875499999999997,0.31444,0.22046500000000002,0.135458,0.11835000000000001,0.112795,0.08270899999999999,0.08227999999999999,0.30199200000000004,0.310825,0.300862,0.304114,0.282514,0.25749700000000003,0.306012,0.312608,0.379116,0.493626,0.523345,0.43871299999999996,0.364514,0.403124,0.404878,0.388444,0.343455,0.415704,0.153334,0.129219,0.09765499999999999,0.11605800000000001,0.323093,0.261783,0.225658,0.277166,0.354276,0.35479,0.34161299999999994,0.354983,0.09796099999999999,0.10516,0.09504699999999999,0.141707,0.10663,0.09802799999999999,0.10995300000000001,0.112011,1.000399,1.00042,0.45752200000000004,0.9966769999999999,0.994815,0.9958
948.0,0.268841,0.314442,0.220665,0.135399,0.117804,0.112468,0.082656,0.081864,0.30150099999999996,0.310547,0.300691,0.304099,0.282604,0.25776299999999996,0.306257,0.312511,0.378998,0.493469,0.523628,0.438607,0.36452399999999996,0.40334800000000004,0.405156,0.388553,0.343295,0.41585,0.153467,0.129218,0.097632,0.116016,0.322876,0.261393,0.225629,0.277069,0.35418700000000003,0.35464,0.341539,0.354837,0.09797800000000001,0.10512,0.094941,0.141704,0.106668,0.098005,0.11005000000000001,0.112041,0.999753,0.999961,0.45757800000000004,0.997056,0.994769,0.996107
949.0,0.26932500000000004,0.314519,0.220755,0.13577,0.117599,0.112196,0.082499,0.081752,0.30155899999999997,0.31079999999999997,0.30091,0.30417500000000003,0.283059,0.25805,0.306658,0.312781,0.37920000000000004,0.49324599999999996,0.523834,0.438882,0.364844,0.403766,0.405719,0.38896000000000003,0.343326,0.41623899999999997,0.15379099999999998,0.129306,0.097667,0.11607799999999999,0.32299700000000003,0.261525,0.22587700000000002,0.276772,0.353905,0.354964,0.341532,0.35517400000000005,0.097976,0.105145,0.094909,0.14164,0.10670099999999999,0.098189,0.110161,0.11215199999999999,0.9994299999999999,1.0,0.457866,0.997846,0.995527,0.996019
950.0,0.269156,0.314647,0.220924,0.135934,0.11718999999999999,0.11172399999999999,0.08235300000000001,0.081534,0.30176200000000003,0.311017,0.300921,0.304348,0.283274,0.258045,0.306935,0.313006,0.378797,0.492812,0.523143,0.438665,0.365049,0.404128,0.40541200000000005,0.38898200000000005,0.343564,0.416484,0.153783,0.1292,0.097706,0.116215,0.32291,0.261666,0.22581099999999998,0.276793,0.353884,0.35490499999999997,0.34164900000000004,0.355022,0.097938,0.10512600000000001,0.094955,0.141701,0.106693,0.09821300000000001,0.11011100000000001,0.112041,0.9992709999999999,1.0,0.45785800000000004,0.997196,0.995113,0.9956959999999999
951.0,0.269061,0.314707,0.220933,0.135944,0.116729,0.111332,0.082214,0.08132999999999999,0.301755,0.310696,0.300992,0.304157,0.283232,0.257998,0.307165,0.313292,0.37825899999999996,0.49277,0.522742,0.438075,0.365007,0.404121,0.405444,0.38905,0.343637,0.41651400000000005,0.15359,0.129158,0.09773199999999999,0.116169,0.32301,0.261669,0.22593800000000003,0.27684000000000003,0.353793,0.35484299999999996,0.341543,0.354876,0.097923,0.10502800000000001,0.095058,0.141755,0.106599,0.098103,0.109908,0.111936,0.9982460000000001,0.999971,0.457732,0.996548,0.9945820000000001,0.995206
952.0,0.26955100000000004,0.315119,0.22094000000000003,0.135965,0.116415,0.11096500000000001,0.082035,0.081265,0.301802,0.31086600000000003,0.30128299999999997,0.304119,0.283446,0.258066,0.30740300000000004,0.31365,0.377881,0.492854,0.522714,0.438006,0.365038,0.404397,0.405836,0.389643,0.343717,0.41684699999999997,0.15376,0.129212,0.097743,0.116145,0.323596,0.26167,0.22616599999999998,0.27697900000000003,0.35356299999999996,0.354552,0.341618,0.35501,0.097979,0.104968,0.095111,0.141516,0.10667199999999999,0.098292,0.110063,0.112005,0.99851,1.00029,0.458117,0.997275,0.99478,0.9950960000000001
953.0,0.269626,0.315043,0.221188,0.135775,0.11611,0.110703,0.081845,0.081287,0.301913,0.31121200000000004,0.30132200000000003,0.3043,0.283532,0.258152,0.307667,0.314101,0.378025,0.492718,0.5227729999999999,0.43812399999999996,0.36517099999999997,0.40493,0.40603700000000004,0.38962600000000003,0.343905,0.41712499999999997,0.153998,0.129518,0.097769,0.11622400000000001,0.323704,0.26171700000000003,0.226052,0.277032,0.35377499999999995,0.35452,0.341602,0.355533,0.098053,0.10507,0.095046,0.141568,0.10670099999999999,0.09843099999999999,0.110182,0.112119,0.9997410000000001,1.000162,0.45838500000000004,0.997371,0.995107,0.995593
954.0,0.269631,0.31511500000000003,0.22156099999999998,0.135885,0.11573499999999999,0.11033699999999999,0.08186600000000001,0.081174,0.302199,0.311059,0.301349,0.304514,0.283767,0.258445,0.307972,0.31440999999999997,0.377811,0.492338,0.522738,0.43822000000000005,0.365165,0.4052,0.406111,0.389459,0.34415100000000004,0.416939,0.15401199999999998,0.12958999999999998,0.097749,0.116333,0.32378300000000004,0.261702,0.226013,0.27726500000000004,0.353821,0.354632,0.341323,0.35558100000000004,0.098114,0.10511,0.094959,0.14166600000000001,0.106808,0.0983,0.11011599999999999,0.112193,0.9983629999999999,0.999521,0.45825099999999996,0.996574,0.99497,0.9958079999999999
955.0,0.269651,0.315473,0.221534,0.135934,0.115382,0.11010400000000001,0.081482,0.080924,0.302013,0.31127,0.30155899999999997,0.304411,0.284132,0.258558,0.308241,0.31455500000000003,0.377119,0.49235500000000004,0.52238,0.437615,0.36539299999999997,0.40491900000000003,0.40625999999999995,0.38949300000000003,0.344343,0.41681399999999996,0.15407099999999999,0.129521,0.097806,0.116317,0.32372100000000004,0.261712,0.225916,0.277251,0.35348399999999996,0.35463700000000004,0.341086,0.35525599999999996,0.098001,0.105101,0.094916,0.141618,0.10677500000000001,0.09815099999999999,0.10989,0.11214600000000001,0.998854,1.0000449999999999,0.458305,0.9960460000000001,0.994873,0.9949939999999999
956.0,0.26956600000000003,0.315629,0.22145499999999999,0.13586700000000002,0.11514799999999999,0.110013,0.08123200000000001,0.080831,0.30206700000000003,0.311611,0.30159800000000003,0.304868,0.28457,0.258721,0.30838699999999997,0.314734,0.37719,0.492011,0.522428,0.43758899999999995,0.36552799999999996,0.405094,0.40645699999999996,0.389891,0.344579,0.417031,0.15409599999999998,0.12967700000000001,0.097784,0.116244,0.32350700000000004,0.262098,0.226139,0.277471,0.353286,0.35446399999999995,0.341129,0.355336,0.09802799999999999,0.105123,0.09498200000000001,0.141777,0.106797,0.09837699999999999,0.110223,0.11231,0.999618,1.000032,0.45835299999999995,0.996572,0.994735,0.9956510000000001
957.0,0.269903,0.315673,0.221503,0.136145,0.114928,0.10984,0.08118,0.080747,0.302654,0.311707,0.301772,0.305278,0.284869,0.259077,0.308772,0.31502800000000003,0.377258,0.49223700000000004,0.522834,0.437902,0.366106,0.40557899999999997,0.406527,0.390134,0.345013,0.417644,0.154378,0.129542,0.097806,0.11621600000000001,0.323582,0.262575,0.226334,0.277838,0.353645,0.354547,0.341511,0.355659,0.098152,0.10513299999999999,0.095111,0.141724,0.107051,0.098469,0.110375,0.11251799999999999,0.998783,0.99971,0.45859900000000003,0.9974620000000001,0.994953,0.996587
958.0,0.270411,0.31583,0.221684,0.136296,0.11453799999999999,0.10938700000000001,0.08112,0.080486,0.302658,0.311871,0.301854,0.305024,0.285092,0.25896,0.309129,0.315598,0.37703899999999996,0.492059,0.522559,0.43811300000000003,0.366281,0.405486,0.406935,0.390187,0.34541499999999997,0.418063,0.154525,0.129612,0.09792899999999999,0.116247,0.324046,0.262173,0.226434,0.277864,0.354023,0.354457,0.34182899999999994,0.355396,0.098147,0.105286,0.095063,0.141651,0.10710900000000001,0.09846500000000001,0.110153,0.112387,1.000021,0.9995740000000001,0.458675,0.996982,0.9949460000000001,0.9970289999999999
959.0,0.270063,0.31552399999999997,0.22134,0.136304,0.11421300000000001,0.109045,0.080842,0.080258,0.302791,0.311772,0.301817,0.305132,0.285082,0.259,0.309113,0.315457,0.376304,0.491222,0.522029,0.43749899999999997,0.366125,0.40535400000000005,0.406753,0.39021700000000004,0.345226,0.417803,0.154586,0.12953599999999998,0.097839,0.116286,0.32396299999999995,0.261625,0.226228,0.277878,0.35373699999999997,0.35419199999999995,0.341684,0.35518099999999997,0.098137,0.10526300000000001,0.095168,0.141427,0.107059,0.098438,0.11000700000000001,0.112348,1.000217,1.000047,0.458713,0.9963890000000001,0.994699,0.9968290000000001
